$GPGGA,002544.000,4910.32445,N,12304.20524,W,1,16,0.6,010.81,M,-16.8,M,,*5F
$GPGGA,002545.000,4910.32434,N,12304.20540,W,1,16,0.6,010.78,M,-16.8,M,,*5C
$GPGGA,002546.000,4910.32436,N,12304.20548,W,1,16,0.6,011.22,M,-16.8,M,,*5B
$GPGGA,002547.000,4910.32439,N,12304.20549,W,1,16,0.6,011.98,M,-16.8,M,,*55
$GPGGA,002548.000,4910.32424,N,12304.20560,W,1,16,0.6,011.50,M,-16.8,M,,*59
$GPGGA,002549.000,4910.32414,N,12304.20570,W,1,16,0.6,011.39,M,-16.8,M,,*55
$GPGGA,002550.000,4910.32412,N,12304.20579,W,1,17,0.6,011.40,M,-16.8,M,,*5D
$GPGGA,002551.000,4910.32419,N,12304.20599,W,1,18,0.6,011.89,M,-16.8,M,,*53
$GPGGA,002552.000,4910.32429,N,12304.20598,W,1,18,0.6,011.87,M,-16.8,M,,*5C
$GPGGA,002553.000,4910.32433,N,12304.20598,W,1,18,0.6,011.75,M,-16.8,M,,*5B
$GPGGA,002554.000,4910.32436,N,12304.20601,W,1,18,0.6,011.25,M,-16.8,M,,*5F
$GPGGA,002555.000,4910.32430,N,12304.20591,W,1,18,0.6,009.86,M,-16.8,M,,*52
$GPGGA,002556.000,4910.32425,N,12304.20586,W,1,18,0.6,009.13,M,-16.8,M,,*5F
$GPGGA,002557.000,4910.32438,N,12304.20600,W,1,17,0.6,008.54,M,-16.8,M,,*52
$GPGGA,002558.000,4910.32406,N,12304.20569,W,1,17,0.6,006.00,M,-16.8,M,,*53
$GPGGA,002559.000,4910.32378,N,12304.20573,W,1,17,0.6,003.22,M,-16.8,M,,*52
$GPGGA,002600.000,4910.32369,N,12304.20580,W,1,16,0.6,001.66,M,-16.8,M,,*52
$GPGGA,002601.000,4910.32383,N,12304.20578,W,1,17,0.6,001.27,M,-16.8,M,,*54
$GPGGA,002602.000,4910.32417,N,12304.20611,W,1,18,0.6,003.42,M,-16.8,M,,*5F
$GPGGA,002603.000,4910.32440,N,12304.20636,W,1,19,0.6,004.02,M,-16.8,M,,*5B
$GPGGA,002604.000,4910.32455,N,12304.20649,W,1,19,0.6,004.83,M,-16.8,M,,*59
