class,GLCM_pan,Mean_Green,Mean_Red,Mean_NIR,SD_pan,SSE
n,109.8285714,183.7,82.95,251.75,16.0794123,543.8394326918948
n,130.2844828,212.637931,96.89655172,482.3965517,21.21029549,208.713401863802
n,131.3865546,185.4666667,85.46666667,419.6666667,13.33999833,603.0141677003353
n,141.345098,180.875,81.5,348.0625,18.21357667,855.2302473961736
w,121.3834081,218.3571429,112.0178571,426.6071429,19.08319594,608.0322413036844
n,122.7575758,205.96,86.76,407.68,17.82357989,446.8640923827607
w,124.0102041,215.5945946,117.027027,477.2972973,24.57462807,613.7141998207763
w,125.6084071,209.6491228,121.2280702,443.2807018,25.75731376,1110.201011114159
n,107.7458333,204.1333333,83.46666667,479.8666667,22.95696457,720.4950362833996
n,140.2039216,188.59375,84.4375,457.25,30.19375906,822.5516606803917
n,122.7924528,199.7407407,108.4814815,384.7407407,23.01890587,435.72115602786306
n,117.427907,191.1851852,86.55555556,429.7037037,24.76556749,369.76974382917706
n,130.9663568,256.3521127,166.6830986,506.9647887,18.46224239,1088.5260109890132
n,132.6788212,259.1269841,170.3412698,519.9126984,23.55045831,2012.7298951570915
n,132.6788212,259.1269841,170.3412698,519.9126984,23.55045831,2012.7298951570915
n,133.7529762,179.7142857,85.23809524,387.8095238,19.73222097,464.2441449438576
w,116.9489529,214.5625,127.75,390.2083333,23.07050636,1981.7263149122373
w,116.9489529,214.5625,127.75,390.2083333,23.07050636,1981.7263149122373
n,136.4417989,214.0416667,115.25,579.4166667,17.01041348,612.1223805985402
w,125.0748032,254.8125,147.5,388.25,20.22442444,494.94512489503467
n,144.1078067,186.9411765,77.35294118,468.4117647,20.46839069,1049.238963186234
w,121.0942029,219.4230769,122.4230769,536,30.7144705,1007.8195583387605
n,136.5666667,196.3888889,86.66666667,364.6666667,24.78437879,338.70082293074677
n,115.8912281,220.3333333,103.4722222,588.3611111,25.09148385,594.9958762309132
w,132.5069444,206.3703704,109.2592593,532.962963,28.78142405,435.0507922398619
n,121.0646688,189.125,92.575,289.975,14.14204724,995.0743609248851
w,138.3922652,200.2352941,103.2941176,431.4117647,22.16531159,250.99367656597994
n,124.08,219.1590909,98.25,638.0681818,22.00022305,553.9382215746041
n,139.5067485,231.1568627,105.8235294,780.7843137,27.49605543,546.2696380738657
n,99.15972222,241.2222222,116.7777778,644.2222222,34.62818377,1550.779269974487
n,142.8863636,196,86,408,23.26562392,650.3300578698087
n,115.4145861,248.3854167,119.71875,695.1666667,16.55538041,1371.145610900223
n,126.4508929,170.7142857,70.21428571,251.9285714,27.89448047,649.2713221965603
n,116.1842105,185.28,77.58,414.18,37.86887376,1088.740721587704
n,127.3010417,202.5666667,112.2333333,390.6,19.31449513,667.6431510315583
w,131.2553846,188.8433735,95.21686747,246.4578313,12.9995701,415.3338303070643
n,120.9151786,194.2857143,86,364.8571429,28.25440186,381.4570391304973
n,132.0470325,173.0877193,72.15789474,230.3684211,10.49943937,1334.418682639371
n,113.4296482,178.52,78.96,209.48,8.50449293,1339.932337836397
w,139.4305556,200.5555556,111.1111111,484.2222222,24.51303508,661.8119659900087
w,126.8205128,203.244898,107.1020408,435.4081633,19.46005852,309.1180682444006
w,128.1207658,196.3023256,111.3953488,345.1860465,17.70196751,819.4218325485973
n,141.8242188,220.875,101.8125,784.5,36.68696763,1206.14090971126
n,131.6105442,208.7567568,93.91891892,596.4054054,27.19832204,718.3070928837833
n,132.0265096,244.0697674,123.2325581,703.9302326,23.60163803,784.7058389807282
n,138.5376176,204.225,103.675,343.4,27.87372194,663.8353386985035
w,131.8457944,184.9705882,91.42647059,307.3235294,15.18652768,590.3747457494105
n,136.7425432,190.6875,81.85,338.6,19.53598843,255.65484328361507
n,113.2250923,213.2352941,106.2941176,501.3529412,16.60283046,647.2953293353751
w,119.6692913,200.5,104,328.25,14.75211849,373.8167657488268
n,116.0950783,185.0535714,81.05357143,344.625,19.46463794,642.1156338191605
w,130.5940594,188.8421053,99.73684211,314,15.05403472,397.1065562744897
w,130.3398414,211,110.815534,616.9805825,22.95875313,248.43189044776668
w,112.8675497,207.3684211,117.8947368,544.1578947,24.35995078,1306.832147973477
n,129.10625,171.1,66.6,225.2,19.1039263,1854.4716225047366
n,134.9041667,212.4666667,92.4,633.2666667,30.30174179,617.3757025250778
n,115.4009662,205.8846154,89.57692308,397.5,22.93833385,505.38590486141214
n,113.96521,216.4797297,100.2567568,507.0945946,25.83007188,311.33306356508416
